Kepler,koiname,Ecc,Ecc_low,Ecc_upp,Period,U_Per,Rp,U_Rp,Rovera,Rovera_low,Rovera-upp,RpRs,RpRs_low,RpRs_upp,Mstar,Mstar_low,Mstar_upp,Rstar,Rstar_low,Rstar_upp,Rho,Rho_low,Rho_upp,Temperature,Temperature_low,Temperature_upp,Metl,Metl_low,Metl_upp,Kepmag,relrho,relrho_low,relrho_upp
Kepler-338d,K01930.03,0.0309368682006,7.73217920458e-07,0.246717736007,44.4286766561,44.4303144317,2.6546375208,2.80532535232,0.0314191336562,0.0303446634778,0.0326640075727,0.0140155848393,0.0135749443291,0.0142505781154,1.142,1.058,1.226,1.735,1.653,1.817,0.309,0.275,0.343,5923.0,5846.0,6000.0,-0.07,-0.17,0.03,12.119,0.984555572808,0.74427334557,1.1245793808
Kepler-338e,K01930.04,0.0489427127223,4.05905298171e-08,0.275851931713,9.34148699138,9.34188526961,1.58690350163,1.66965287212,0.088857164116,0.0858184306479,0.0923778202586,0.00837831172226,0.00819372250432,0.00870838211451,1.142,1.058,1.226,1.735,1.653,1.817,0.309,0.275,0.343,5923.0,5846.0,6000.0,-0.07,-0.17,0.03,12.119,0.985622913004,0.744715770713,1.14117366162
K00005.01,K00005.01,0.0879441472001,0.0537248052031,0.270649966209,4.78032766679,4.78032850382,7.86547796048,8.0015767666,0.141532051223,0.141104605593,0.142085577755,0.0401434351292,0.0395383342948,0.0405942320076,1.1991,1.1691,1.2191,1.7948,1.78103,1.81005,0.29200354,0.28860412,0.29466527,5976.56,5917.43,6018.27,0.15,0.1,0.2,11.665,0.795323944052,0.756810066654,0.829005358157
K00005.02,K00005.02,0.104079693841,1.17134894857e-06,0.395822127587,7.05173809292,7.05186854001,0.641604681635,0.702803638236,0.109218396439,0.108888542347,0.109645545482,0.00327459005609,0.00296348758146,0.00355352327357,1.1991,1.1691,1.2191,1.7948,1.78103,1.81005,0.29200354,0.28860412,0.29466527,5976.56,5917.43,6018.27,0.15,0.1,0.2,11.665,0.886483917561,0.450913345213,1.10592290688
Kepler-449b,K00270.01,0.0250718976711,2.75164678319e-08,0.3108868786,12.5824176778,12.5826921623,2.05635999142,2.12537094793,0.0648074667109,0.0640387363103,0.0656144908341,0.0128402803805,0.0125204986662,0.0132610754291,0.969,0.916,1.022,1.467,1.434,1.5,0.439,0.423,0.455,5588.0,5489.0,5687.0,-0.1,-0.2,0.0,11.411,1.11324538016,0.936346793023,1.2857594611
Kepler-449c,K00270.02,0.0502739982538,8.42844402905e-06,0.287589880188,33.6726836594,33.6736918179,2.76354308655,2.84967591361,0.0336214126509,0.0332226036351,0.0340400880357,0.0172560583862,0.0168837930502,0.0177332085384,0.969,0.916,1.022,1.467,1.434,1.5,0.439,0.423,0.455,5588.0,5489.0,5687.0,-0.1,-0.2,0.0,11.411,0.987165645478,0.795200996271,1.10890206094
Kepler-450b,K00279.01,0.0173715848351,2.94306027252e-06,0.159225505718,28.4548507803,28.4548758409,6.13840121134,6.47141720866,0.0365630522804,0.0350632348142,0.0383576178996,0.0358146815379,0.0356903794694,0.035933884851,1.346,1.262,1.43,1.57,1.485,1.655,0.478,0.414,0.542,6215.0,6126.0,6304.0,0.28,0.18,0.38,11.684,0.989785626587,0.877080461059,1.07574375135
Kepler-450c,K00279.02,0.020669060738,1.15971737616e-05,0.189760656132,15.4131352215,15.4132206116,2.61842134308,2.76151954751,0.0550240634641,0.0527669747832,0.0577247212694,0.0152772559671,0.0151634113937,0.0154100163299,1.346,1.262,1.43,1.57,1.485,1.655,0.478,0.414,0.542,6215.0,6126.0,6304.0,0.28,0.18,0.38,11.684,1.02633152951,0.895341607212,1.13468886309
Kepler-450d,K00279.03,0.140991363247,0.00195145105915,0.379903729635,7.51463598777,7.51486544102,0.836953513167,0.90515960968,0.0888262551742,0.085182599608,0.09318597171,0.0048832297701,0.00458579324514,0.00511650122998,1.346,1.262,1.43,1.57,1.485,1.655,0.478,0.414,0.542,6215.0,6126.0,6304.0,0.28,0.18,0.38,11.684,1.11264940632,0.55554537996,1.51166980667
Kepler-444b,K03158.01,0.0759983305788,2.31364963463e-08,0.303604645599,3.60012449724,3.60015275562,0.381443683123,0.402883800001,0.0835976496018,0.0834020162925,0.0838834711497,0.00466353185144,0.00440295967849,0.00483910445314,0.7398,0.7298,0.7498,0.74924,0.74527,0.75382,2.49833465,2.47288336,2.5159567,5095.87,5036.29,5161.7,-0.228,-0.282,-0.174,8.717,0.944246571537,0.642707748886,1.10392116234
Kepler-444c,K03158.02,0.119571802591,2.3707321286e-07,0.285377445255,4.54581704056,4.54586062417,0.489639850511,0.513606126798,0.0715590300548,0.0713915692479,0.071803691392,0.00598633858581,0.00569562083958,0.00614600827235,0.7398,0.7298,0.7498,0.74924,0.74527,0.75382,2.49833465,2.47288336,2.5159567,5095.87,5036.29,5161.7,-0.228,-0.282,-0.174,8.717,0.843696278828,0.595927718518,1.02408481648
Kepler-444d,K03158.03,0.182683897119,3.572702918e-07,0.342340932746,6.18951219058,6.18956640576,0.530493959163,0.555336712319,0.0582507424415,0.0581144253851,0.0584499025548,0.00648582106615,0.00618469223911,0.00678466862739,0.7398,0.7298,0.7498,0.74924,0.74527,0.75382,2.49833465,2.47288336,2.5159567,5095.87,5036.29,5161.7,-0.228,-0.282,-0.174,8.717,0.845933290326,0.500891411358,1.05249249618
Kepler-444e,K03158.04,0.0247941262184,1.71477289729e-06,0.290963460674,7.74350178356,7.74360648418,0.533022889499,0.551621904669,0.0501703901538,0.0500529825533,0.0503419234283,0.0065167397776,0.00629286469846,0.0067320196863,0.7398,0.7298,0.7498,0.74924,0.74527,0.75382,2.49833465,2.47288336,2.5159567,5095.87,5036.29,5161.7,-0.228,-0.282,-0.174,8.717,1.09989868576,0.902686273724,1.28697659485
Kepler-444f,K03158.05,0.582362825707,0.212414041127,0.697869058679,9.74052850416,9.74056450697,0.678835666309,0.687283301025,0.0430543859007,0.0429536310107,0.0432015894559,0.00829944731502,0.00820948592541,0.00982386701197,0.7398,0.7298,0.7498,0.74924,0.74527,0.75382,2.49833465,2.47288336,2.5159567,5095.87,5036.29,5161.7,-0.228,-0.282,-0.174,8.717,0.525281438465,0.122260545075,0.892212055347
